geneID,time,Myc_gene,Gen_type,Gen_sign_Mock,Gen_sign_Myc,ASE_type,ASE_sign,F0_Oh43_logFC,F0_Oh43_adj.P.Val,F1_allele_logFC,F1_allele_adj.P.Val,myc_Oh43_logFC,myc_Oh43_adj.P.Val,mock_Oh43_logFC,mock_Oh43_adj.P.Val,Working.Symbol,v4.Gene.Model.ID,v3.Gene.Model.ID,Full.Name,Working.Source,chr,start_V5_bp,end_V5_bp,pos_v5_bp,chr_start_bp,pos_v5_cum_bp,armando_hotlist
Zm00001eb208530,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.049782414424442,0.666280434702657,0.129417690587134,0.211451484830575,pco139225b,Zm00001d053931,GRMZM2G174568,NA,NA,chr4,247077509,247082332,247079920,790145429,1037225349,NA
Zm00001eb208530,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0816348382110651,0.542694170743328,-0.194304980921224,0.136979263945123,pco139225b,Zm00001d053931,GRMZM2G174568,NA,NA,chr4,247077509,247082332,247079920,790145429,1037225349,NA
Zm00001eb431460,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.032487484029184,0.814910222216943,0.36509011551345,0.014461383725337,pco139265,Zm00001d026363,GRMZM2G180471,protein phosphatase homolog76,NA,chr10,145825082,145837813,145831448,1979411434,2125242882,NA
Zm00001eb431460,T2,non-signi,Ambiguous,up,up,Conserved,down,0.283235502730889,0.137815545628063,-0.231459141197255,0.318529056745063,0.205103732666756,0.082976832867716,0.366370135374117,0.0768379051924426,pco139265,Zm00001d026363,GRMZM2G180471,protein phosphatase homolog76,NA,chr10,145825082,145837813,145831448,1979411434,2125242882,NA
Zm00001eb194230,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0275040692985739,0.834831895547104,0.062453949240535,0.649068084128377,pco139316,Zm00001d052230,GRMZM2G134104,NA,NA,chr4,186110935,186115499,186113217,790145429,976258646,NA
Zm00001eb194230,T2,NA,2_Mock conditional,up,down,NA,NA,NA,NA,NA,NA,-0.112994262951873,0.360780869088636,0.409995490243153,0.0288741735083415,pco139316,Zm00001d052230,GRMZM2G134104,NA,NA,chr4,186110935,186115499,186113217,790145429,976258646,NA
Zm00001eb042760,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.380789175385411,0.00719819548268836,-0.307734353836476,0.0172824043427815,pco139456,Zm00001d032361,GRMZM2G327174,NA,NA,chr1,225636549,225643840,225640194,0,225640194,NA
Zm00001eb042760,T2,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.226168734916526,0.0704358403607258,-0.210397300460129,0.237187518136584,pco139456,Zm00001d032361,GRMZM2G327174,NA,NA,chr1,225636549,225643840,225640194,0,225640194,NA
Zm00001eb389600,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.00592118469838204,0.960340108912498,-0.0365168189120919,0.740563082938041,pco139470,Zm00001d046930,GRMZM2G074320,NA,NA,chr9,113323941,113332485,113328213,1816406690,1929734903,NA
Zm00001eb389600,T2,NA,7_Myc responsive,up,up,NA,NA,NA,NA,NA,NA,0.0143974991872061,0.879104200537408,0.128225906557262,0.24524376526878,pco139470,Zm00001d046930,GRMZM2G074320,NA,NA,chr9,113323941,113332485,113328213,1816406690,1929734903,NA
Zm00001eb157810,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0248804414868558,0.791737140483934,-0.053669491202525,0.647298806869301,pco139502b,Zm00001d043986,GRMZM2G152686,NA,NA,chr3,217603497,217614024,217608760,552127662,769736422,NA
Zm00001eb157810,T2,NA,4_Antagonistic,up,down,NA,NA,NA,NA,NA,NA,-0.308977267855194,0.00667621980519022,0.666272290446816,1.35778684257939e-4,pco139502b,Zm00001d043986,GRMZM2G152686,NA,NA,chr3,217603497,217614024,217608760,552127662,769736422,NA
Zm00001eb280760,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.549603012409147,1.5847868331245e-4,0.628825326980001,1.60121541439395e-4,pco139551,Zm00001d037354,GRMZM2G174315,NA,NA,chr6,129502610,129507381,129504996,1266829338,1396334334,NA
Zm00001eb280760,T2,non-signi,5_Constitutive,up,up,Cis + Trans,down,-1.04738997211455,0.0275951282564306,-1.95461378604775,0.00843711310803808,0.7079188077774,7.29862792058095e-4,0.720189954195268,0.0331364003710132,pco139551,Zm00001d037354,GRMZM2G174315,NA,NA,chr6,129502610,129507381,129504996,1266829338,1396334334,NA
Zm00001eb219170,T1,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.820881823125252,1.48148437998659e-6,-0.647593786818414,1.48885107541804e-6,pco139651,Zm00001d013737,GRMZM2G066996,NA,NA,chr5,19379005,19381913,19380459,1040475889,1059856348,NA
Zm00001eb219170,T2,signi,5_Constitutive,down,down,Cis only,down,-2.24493677047727,0.0182293612258327,-1.099055849859,0.00564629851323886,-0.75896738059443,2.09446438607133e-6,-0.580836679671651,3.19048519347204e-4,pco139651,Zm00001d013737,GRMZM2G066996,NA,NA,chr5,19379005,19381913,19380459,1040475889,1059856348,NA
Zm00001eb117070,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.157115504220415,0.123219115459961,-0.0919211723675883,0.34052819564182,pco139663a,Zm00001d007889,GRMZM2G037923,NA,NA,chr2,239948421,239954535,239951478,308452471,548403949,NA
Zm00001eb117070,T2,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.236924550461622,0.0238039770775737,-0.383547350338945,0.0123604959788582,pco139663a,Zm00001d007889,GRMZM2G037923,NA,NA,chr2,239948421,239954535,239951478,308452471,548403949,NA
Zm00001eb076820,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0973885380027742,0.368219043830686,0.110095030579321,0.327007953312739,pco139673a,Zm00001d002967,GRMZM2G062412,NA,NA,chr2,28390806,28397891,28394348,308452471,336846819,NA
Zm00001eb076820,T2,NA,2_Mock conditional,up,down,NA,NA,NA,NA,NA,NA,-0.0607780916927997,0.661276073729327,0.534625140714205,0.00368871089963179,pco139673a,Zm00001d002967,GRMZM2G062412,NA,NA,chr2,28390806,28397891,28394348,308452471,336846819,NA
Zm00001eb174090,T1,NA,7_Myc responsive,up,down,NA,NA,NA,NA,NA,NA,-0.130342894844207,0.284732632139387,0.135589855732539,0.313939581927863,pco139881,Zm00001d049707,GRMZM2G318860,NA,NA,chr4,41275019,41294963,41284991,790145429,831430420,NA
Zm00001eb174090,T2,signi,7_Myc responsive,up,down,Conserved,down,-0.49006407847498,0.136141177915735,-0.679090955327891,0.118083581268837,-0.15320284734887,0.122228737663177,0.0353684444561183,0.822076525142317,pco139881,Zm00001d049707,GRMZM2G318860,NA,NA,chr4,41275019,41294963,41284991,790145429,831430420,NA
Zm00001eb064930,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.601734273108626,0.00101269570503537,-0.533499772145566,1.70576595113909e-4,pco139890,Zm00001d034894,GRMZM2G137968,NA,NA,chr1,306411473,306420667,306416070,0,306416070,NA
Zm00001eb064930,T2,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-0.912985114462739,7.24343978846923e-5,-0.362696900945647,0.0091818674927675,pco139890,Zm00001d034894,GRMZM2G137968,NA,NA,chr1,306411473,306420667,306416070,0,306416070,NA
Zm00001eb003930,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.0409021777463247,0.769146252893382,-0.182648607650189,0.16752258230797001,pco140232,Zm00001d027680,GRMZM2G092578,NA,NA,chr1,10931611,10936195,10933903,0,10933903,NA
Zm00001eb003930,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.412412715703221,3.00005644970309e-4,0.265765470221222,0.088136999938001,pco140232,Zm00001d027680,GRMZM2G092578,NA,NA,chr1,10931611,10936195,10933903,0,10933903,NA
Zm00001eb332290,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.310520297004537,0.0209939736630496,-0.079548388468717,0.561557349903203,pco140262e,Zm00001d008189,AY103982,NA,NA,chr8,923884,927735,925810,1633995488,1634921298,NA
Zm00001eb332290,T2,non-signi,Ambiguous,down,down,Cis only,down,-0.422893142149287,0.0099192321388797,-0.369390212568527,0.0499265804788713,-0.320974656993662,0.00308768954078384,-0.127079997968303,0.414743937090559,pco140262e,Zm00001d008189,AY103982,NA,NA,chr8,923884,927735,925810,1633995488,1634921298,NA
Zm00001eb151710,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.546048648786324,7.25231926766133e-5,0.33571236463337,0.00336985599156188,pco140287,Zm00001d043295,GRMZM2G177259,NA,NA,chr3,197027111,197031892,197029502,552127662,749157164,NA
Zm00001eb151710,T2,signi,Ambiguous,up,up,Conserved,down,0.253776417165383,0.638638446165972,-0.16195090441707,0.79667913214724,0.840849743272166,5.23425748037788e-6,0.489441514575589,0.0544184762225053,pco140287,Zm00001d043295,GRMZM2G177259,NA,NA,chr3,197027111,197031892,197029502,552127662,749157164,NA
Zm00001eb407100,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.298271477772202,0.185904889593389,-0.0141440299460839,0.943502757116529,pco140340(678),Zm00001d023462,GRMZM2G044317,NA,NA,chr10,6254589,6260808,6257698,1979411434,1985669132,NA
Zm00001eb407100,T2,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.190769509740497,0.525269666144611,-1.45854805835622,0.0700250702457365,pco140340(678),Zm00001d023462,GRMZM2G044317,NA,NA,chr10,6254589,6260808,6257698,1979411434,1985669132,NA
Zm00001eb065160,T1,NA,4_Antagonistic,up,down,NA,NA,NA,NA,NA,NA,-0.212813756295508,0.0308019585087278,0.63786171176335,2.92995630103409e-4,pco140434,Zm00001d034919,GRMZM2G434173,NA,NA,chr1,307034584,307038939,307036762,0,307036762,NA
Zm00001eb065160,T2,signi,6_Fixed,up,up,Ambiguous,up,0.565675833138056,0.214204510858388,0.0865341979730995,0.677585832156717,0.786597677578628,0.0369872539800438,0.668729041145681,7.84958582142848e-4,pco140434,Zm00001d034919,GRMZM2G434173,NA,NA,chr1,307034584,307038939,307036762,0,307036762,NA
Zm00001eb288690,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0384468318135467,0.827660883407052,0.0988577485494108,0.483601226972286,pco140565,Zm00001d038266,GRMZM2G701180,NA,NA,chr6,159733342,159738846,159736094,1266829338,1426565432,NA
Zm00001eb288690,T2,NA,2_Mock conditional,up,down,NA,NA,NA,NA,NA,NA,-0.00247654714601807,0.986299982808202,0.377222847227019,0.0180133363200792,pco140565,Zm00001d038266,GRMZM2G701180,NA,NA,chr6,159733342,159738846,159736094,1266829338,1426565432,NA
Zm00001eb310450,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.172228984469517,0.34974934896995,-0.300804556924564,0.0264703527939709,pco140653a,Zm00001d020170,GRMZM2G083058,NA,NA,chr7,98546514,98551066,98548790,1448186572,1546735362,NA
Zm00001eb310450,T2,signi,2_Mock conditional,down,up,Conserved,down,0.275107385937134,0.463458331608847,-0.278609994745819,0.569489364033882,0.237619643638116,0.16178916309441,-0.343115654297774,0.0130471850636346,pco140653a,Zm00001d020170,GRMZM2G083058,NA,NA,chr7,98546514,98551066,98548790,1448186572,1546735362,NA
Zm00001eb207060,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.392436627365018,0.0069183066747028,0.563298609788313,2.52569239175349e-4,pco141112,Zm00001d053778,GRMZM2G003988,NA,NA,chr4,244275413,244279041,244277227,790145429,1034422656,NA
Zm00001eb207060,T2,signi,6_Fixed,up,up,Conserved,up,-0.622146068728424,0.464033478828,0.0896792179466516,0.713586985054541,0.256949662832761,0.0440883907366205,0.400779672470321,0.0128344343613115,pco141112,Zm00001d053778,GRMZM2G003988,NA,NA,chr4,244275413,244279041,244277227,790145429,1034422656,NA
Zm00001eb291810,T1,NA,2_Mock conditional,up,up,NA,NA,NA,NA,NA,NA,0.218516492048795,0.0720777119823079,0.716289116594233,2.45968208509347e-6,pco141133,Zm00001d038594,GRMZM2G073535,NA,NA,chr6,167977702,167980161,167978932,1266829338,1434808270,NA
Zm00001eb291810,T2,signi,5_Constitutive,up,up,Trans,up,1.0637817218734,1.98166441061698e-4,0.272999892017385,0.152260282242722,0.931633004080919,1.60906820620658e-4,0.74923209086562,6.3998696821631e-4,pco141133,Zm00001d038594,GRMZM2G073535,NA,NA,chr6,167977702,167980161,167978932,1266829338,1434808270,NA
Zm00001eb205760,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.659785291456986,0.0204345117151927,-0.542749283830169,0.00173045994421156,pco141217,Zm00001d053640,GRMZM2G180971,NA,NA,chr4,241400612,241404672,241402642,790145429,1031548071,NA
Zm00001eb205760,T2,signi,7_Myc responsive,down,down,Conserved,down,-0.481774926436566,0.417001267718807,-1.11825880923971,0.0665037727846222,-0.220375274863174,0.259017088578343,-0.185451645078238,0.475566949532308,pco141217,Zm00001d053640,GRMZM2G180971,NA,NA,chr4,241400612,241404672,241402642,790145429,1031548071,NA
Zm00001eb010980,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.450746602021662,0.0146849139445537,-0.408190645086309,0.0275660073113186,pco141386,Zm00001d028485,GRMZM2G174236,NA,NA,chr1,34972412,34985043,34978728,0,34978728,NA
Zm00001eb010980,T2,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.136593621660248,0.513906249796993,0.127096234561628,0.498275626485403,pco141386,Zm00001d028485,GRMZM2G174236,NA,NA,chr1,34972412,34985043,34978728,0,34978728,NA
Zm00001eb039370,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0582789994380896,0.553812785419112,0.0574607180539561,0.518547242546593,pco141552,Zm00001d031938,GRMZM2G357804,NA,NA,chr1,209291724,209298475,209295100,0,209295100,NA
Zm00001eb039370,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0335773327956407,0.730054381159122,-0.0904156275847576,0.58805156214463,pco141552,Zm00001d031938,GRMZM2G357804,NA,NA,chr1,209291724,209298475,209295100,0,209295100,NA
Zm00001eb076340,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0109806261939489,0.920860955292771,-0.0778445705395115,0.501327679006956,pco141572,Zm00001d002919,GRMZM5G827171,NA,NA,chr2,26804975,26815741,26810358,308452471,335262829,NA
Zm00001eb076340,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,2.37852120534152e-4,0.998240603512835,-0.0532750161837318,0.715112677155217,pco141572,Zm00001d002919,GRMZM5G827171,NA,NA,chr2,26804975,26815741,26810358,308452471,335262829,NA
Zm00001eb258670,T1,NA,4_Antagonistic,up,down,NA,NA,NA,NA,NA,NA,-0.821615661869228,1.25397314001224e-4,0.367101463813996,0.017080892247322,pco141631,Zm00001d018461,GRMZM2G078887,NA,NA,chr5,223749589,223751033,223750311,1040475889,1264226200,NA
Zm00001eb258670,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0062053815253454,0.984955479763261,-0.42666141969403,0.10492989759766,pco141631,Zm00001d018461,GRMZM2G078887,NA,NA,chr5,223749589,223751033,223750311,1040475889,1264226200,NA
Zm00001eb354820,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.00446579290800308,0.968565178985372,0.0258290159319913,0.784747706206684,pco141696,Zm00001d010940,GRMZM2G082972,NA,NA,chr8,134011273,134015034,134013154,1633995488,1768008642,NA
Zm00001eb354820,T2,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,0.24236139735304,0.0481648093204003,-0.205672032861026,0.175306663975711,pco141696,Zm00001d010940,GRMZM2G082972,NA,NA,chr8,134011273,134015034,134013154,1633995488,1768008642,NA
Zm00001eb161310,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.346300309179987,0.00488557055745375,0.169300701615246,0.240641313588158,pco141739,Zm00001d044391,GRMZM2G042078,NA,NA,chr3,228712403,228715386,228713894,552127662,780841556,NA
Zm00001eb161310,T2,non-signi,6_Fixed,up,up,Trans,up,0.726548666153876,0.0219592434436721,0.529724874230426,0.253841512207713,0.519393754555784,8.74207271549852e-5,0.77123017457081,1.97704919496085e-4,pco141739,Zm00001d044391,GRMZM2G042078,NA,NA,chr3,228712403,228715386,228713894,552127662,780841556,NA
Zm00001eb064620,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0698933380307109,0.536524748804207,0.087551364699173,0.363710734735514,pco141803,Zm00001d034859,GRMZM2G164547,NA,NA,chr1,305444994,305454689,305449842,0,305449842,NA
Zm00001eb064620,T2,non-signi,5_Constitutive,up,up,Trans,down,0.409243676668644,0.0412460192561253,-0.0998557487590312,0.66629553128745,0.335944481820719,0.00562614607068107,0.555555462610405,0.00243903119031314,pco141803,Zm00001d034859,GRMZM2G164547,NA,NA,chr1,305444994,305454689,305449842,0,305449842,NA
Zm00001eb184830,T1,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,1.84871312752471,0.0214039974360754,-1.70228394264415,0.133998222339982,pco141808,Zm00001d051110,GRMZM2G044882,NA,NA,chr4,145142882,145144943,145143912,790145429,935289341,NA
Zm00001eb184830,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.462432016072445,0.620758150876569,-0.905400081555376,0.466218542666684,pco141808,Zm00001d051110,GRMZM2G044882,NA,NA,chr4,145142882,145144943,145143912,790145429,935289341,NA
Zm00001eb067410,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0497934405186293,0.596688480511067,-0.0633492147662709,0.460176936017605,pco141842,Zm00001d001962,GRMZM2G062354,NA,NA,chr2,3834824,3867453,3851138,308452471,312303609,NA
Zm00001eb067410,T2,signi,7_Myc responsive,up,up,Conserved,down,0.0444760108795016,0.812504760508089,-0.178794188489392,0.424160418418606,0.0412942287279249,0.665780043771009,0.160519793501504,0.194577612725396,pco141842,Zm00001d001962,GRMZM2G062354,NA,NA,chr2,3834824,3867453,3851138,308452471,312303609,NA
Zm00001eb031110,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.466299130883379,0.263988429131751,-0.585368881679272,0.117094766101719,pco141871,Zm00001d030982,GRMZM2G155314,NA,NA,chr1,174030106,174034889,174032498,0,174032498,NA
Zm00001eb031110,T2,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-2.47075256213127,2.69144474888384e-5,-1.32056719275288,0.00692424652706876,pco141871,Zm00001d030982,GRMZM2G155314,NA,NA,chr1,174030106,174034889,174032498,0,174032498,NA
Zm00001eb280580,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.139744601873463,0.188425469498306,0.294957731237013,0.00347016085835518,pco142081,Zm00001d037326,GRMZM2G037094,NA,NA,chr6,128130014,128136033,128133024,1266829338,1394962362,NA
Zm00001eb280580,T2,NA,7_Myc responsive,up,up,NA,NA,NA,NA,NA,NA,0.0915497435197326,0.291300038342645,0.152511526320277,0.214116299832753,pco142081,Zm00001d037326,GRMZM2G037094,NA,NA,chr6,128130014,128136033,128133024,1266829338,1394962362,NA
Zm00001eb334320,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0268514434291015,0.838200228399944,0.154627680971337,0.156700230581356,pco142176,Zm00001d008422,GRMZM2G080937,NA,NA,chr8,8389418,8394802,8392110,1633995488,1642387598,NA
Zm00001eb334320,T2,signi,2_Mock conditional,down,up,Compensatory,down,0.505923098375611,0.235817535148492,-0.912009849697825,0.0254873386316245,0.18589071464202,0.1227118105669,-0.522128973071664,0.0314003319962384,pco142176,Zm00001d008422,GRMZM2G080937,NA,NA,chr8,8389418,8394802,8392110,1633995488,1642387598,NA
Zm00001eb300750,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.111877342392892,0.447373987042822,-0.190287228412633,0.139906271857343,pco142257,Zm00001d018870,GRMZM2G107089,NA,NA,chr7,7746366,7751707,7749036,1448186572,1455935608,NA
Zm00001eb300750,T2,signi,Ambiguous,down,down,Trans,down,-1.71596433522473,0.00212589746897786,-2.00853433700233,0.129964284804021,-0.30462628499663,0.0130508675433048,-0.147074089599727,0.33648770122555,pco142257,Zm00001d018870,GRMZM2G107089,NA,NA,chr7,7746366,7751707,7749036,1448186572,1455935608,NA
Zm00001eb086730,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0762633532586814,0.706843778949001,0.0203446559460659,0.919394784424232,pco142281,Zm00001d004143,GRMZM2G117771,NA,NA,chr2,86416286,86420710,86418498,308452471,394870969,NA
Zm00001eb086730,T2,NA,7_Myc responsive,up,down,NA,NA,NA,NA,NA,NA,-0.0715135025579544,0.703154820970551,0.218181814157257,0.355934777357436,pco142281,Zm00001d004143,GRMZM2G117771,NA,NA,chr2,86416286,86420710,86418498,308452471,394870969,NA
Zm00001eb078600,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0711939329939812,0.642131682984392,0.0975681494275575,0.415737792678978,pco142465,Zm00001d003179,GRMZM2G053557,NA,NA,chr2,34741485,34745044,34743264,308452471,343195735,NA
Zm00001eb078600,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.278955714096817,0.0777983050573558,0.721549964257239,0.00181891085522071,pco142465,Zm00001d003179,GRMZM2G053557,NA,NA,chr2,34741485,34745044,34743264,308452471,343195735,NA
Zm00001eb119240,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.216667795732195,0.0894824268585293,0.252212081418558,0.0329748457295361,pco142548,Zm00001d039296,GRMZM2G156035,NA,NA,chr3,2010879,2029778,2020328,552127662,554147990,NA
Zm00001eb119240,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.146474937930985,0.196185862916044,0.333595757179982,0.0259252013466812,pco142548,Zm00001d039296,GRMZM2G156035,NA,NA,chr3,2010879,2029778,2020328,552127662,554147990,NA
Zm00001eb081870,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,1.8060191886206,2.53865255475379e-10,1.69145065080863,2.7279746237224398e-11,pco142662,Zm00001d003566,GRMZM2G019468,NA,NA,chr2,48126197,48132785,48129491,308452471,356581962,NA
Zm00001eb081870,T2,NA,3_Modulated,up,up,NA,NA,NA,NA,NA,NA,1.71637566786083,8.73541135191963e-10,2.02883891760198,1.8130625171930401e-9,pco142662,Zm00001d003566,GRMZM2G019468,NA,NA,chr2,48126197,48132785,48129491,308452471,356581962,NA
Zm00001eb431950,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.450628182439963,0.0130811311934037,-0.457278495362527,0.0205026320552182,pco142704,Zm00001d026429,GRMZM2G003190,NA,NA,chr10,147169841,147174369,147172105,1979411434,2126583539,NA
Zm00001eb431950,T2,signi,7_Myc responsive,up,down,Conserved,up,-0.106550106236965,0.741689288221051,0.45232723904065,0.0681460226338185,-0.290172371602577,0.308144629920354,0.0461315193446358,0.820167060959466,pco142704,Zm00001d026429,GRMZM2G003190,NA,NA,chr10,147169841,147174369,147172105,1979411434,2126583539,NA
Zm00001eb126670,T1,NA,2_Mock conditional,down,down,NA,NA,NA,NA,NA,NA,-0.0655869912030745,0.681324484550432,-0.707272111291327,1.03880093359264e-5,pco142867,Zm00001d040160,GRMZM2G171677,NA,NA,chr3,30174286,30178265,30176276,552127662,582303938,NA
Zm00001eb126670,T2,signi,3_Modulated,down,down,Ambiguous,up,-0.472927529948676,0.194614507003755,0.268466702431059,0.430470511283009,-0.459141893100584,0.038596987062492,-1.37181970843154,1.09500748566836e-4,pco142867,Zm00001d040160,GRMZM2G171677,NA,NA,chr3,30174286,30178265,30176276,552127662,582303938,NA
Zm00001eb166450,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.23815800923934,0.119994486287335,0.0995430689277006,0.338801675815375,pco142893,Zm00001d048795,GRMZM2G165461,NA,NA,chr4,5894733,5895568,5895150,790145429,796040579,NA
Zm00001eb166450,T2,signi,Ambiguous,up,up,Conserved,up,-0.505041860545922,0.559763521679201,0.113486588753238,0.702601462672889,0.62876989535881,1.41565154939987e-4,0.24713404538168,0.114991491122692,pco142893,Zm00001d048795,GRMZM2G165461,NA,NA,chr4,5894733,5895568,5895150,790145429,796040579,NA
Zm00001eb192140,T1,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.564575375758476,4.46155470554716e-4,-0.828327567211669,6.48411435779575e-5,pco142929,NA,GRMZM5G806771,NA,NA,chr4,178402788,178405393,178404090,790145429,968549519,NA
Zm00001eb192140,T2,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.592581073704981,0.00186090484602064,-0.618509108770535,0.00619537145761029,pco142929,NA,GRMZM5G806771,NA,NA,chr4,178402788,178405393,178404090,790145429,968549519,NA
Zm00001eb078100,T1,NA,4_Antagonistic,up,down,NA,NA,NA,NA,NA,NA,-0.464351014237213,0.0181319127955348,0.45905426809708,0.0118042914040654,pco142939,Zm00001d003112,GRMZM2G366150,NA,NA,chr2,32714200,32723073,32718636,308452471,341171107,NA
Zm00001eb078100,T2,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.458745509711355,0.00659366439053377,-0.668313971934444,0.00572977995149036,pco142939,Zm00001d003112,GRMZM2G366150,NA,NA,chr2,32714200,32723073,32718636,308452471,341171107,NA
Zm00001eb321530,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.113376260457361,0.690712430459063,-0.0462316796352049,0.770074471207824,pco142961,Zm00001d021505,GRMZM2G050126,NA,NA,chr7,155416203,155448682,155432442,1448186572,1603619014,NA
Zm00001eb321530,T2,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.033363740139984,0.871789355868623,-0.0703122189950285,0.760376031581114,pco142961,Zm00001d021505,GRMZM2G050126,NA,NA,chr7,155416203,155448682,155432442,1448186572,1603619014,NA
Zm00001eb060580,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.88422370698243,1.07109129627862e-5,-1.60999236967643,1.18468022368249e-7,pco142974,Zm00001d034424,GRMZM2G073429,NA,NA,chr1,294249573,294255671,294252622,0,294252622,NA
Zm00001eb060580,T2,non-signi,6_Fixed,down,down,Cis only,down,-1.19433656474531,4.38382302013686e-4,-1.46830657921003,0.00114610010737755,-1.39494961699897,2.19935580469206e-6,-0.920683541811297,3.76826715072202e-4,pco142974,Zm00001d034424,GRMZM2G073429,NA,NA,chr1,294249573,294255671,294252622,0,294252622,NA
Zm00001eb087090,T1,NA,2_Mock conditional,down,down,NA,NA,NA,NA,NA,NA,-0.358314901423009,0.115644246745167,-0.94241650096104,1.09833121637267e-5,pco143001,Zm00001d004208,GRMZM2G178486,NA,NA,chr2,91880318,91881060,91880689,308452471,400333160,NA
Zm00001eb087090,T2,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-1.20960418629006,9.22650264514198e-4,-2.62691788988099,3.10579030333229e-8,pco143001,Zm00001d004208,GRMZM2G178486,NA,NA,chr2,91880318,91881060,91880689,308452471,400333160,NA
Zm00001eb408630,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0725888874466244,0.565249168894532,-0.0431421672837314,0.772054088693761,pco143033,Zm00001d023635,GRMZM2G015869,NA,NA,chr10,12861053,12867357,12864205,1979411434,1992275639,NA
